,predict,true
0,136.78327197928078,139.7960802359497
1,138.42516575655827,141.78532178976644
2,140.0762039157248,134.7938398078584
3,137.35018820409152,144.98861449773932
4,141.06615710521723,145.2316553456089
5,143.34384350820136,145.2949961032097
6,144.2570189891596,144.5142729003887
7,144.3216830514879,144.70545284962796
8,144.44817579198306,147.6658026985484
9,146.0481339538488,149.23925450054745
10,147.6798546539369,145.76953858925674
11,146.66784322394534,151.49165104643896
12,149.01081048407542,148.47501314441723
13,148.7975140804741,147.98136043392688
14,148.25962654327626,143.97778564179666
15,146.02350696106978,146.73099457124644
16,146.2794127857087,151.31756142622254
17,148.87859714516796,149.49578518650137
18,149.22181809544398,148.190490146877
19,148.59343587181786,146.13500043400308
20,147.2682735932825,147.55019850900194
21,147.34014310844134,147.04156714610866
22,147.1820715769487,148.28286722517439
23,147.6913602555528,146.3357080598936
24,146.97817346883886,151.3476609228743
25,149.1268923381954,151.99719573435786
26,150.63856101417238,149.19438054895707
27,149.8431420935812,134.83922560124375
28,142.06174321977952,137.72835813672683
29,139.56293480342836,137.51030087762862
30,138.60688678475495,143.6514595618618
31,141.17011099655062,143.06832553725806
32,142.2139940047417,139.64652433364054
33,140.8187248636971,142.3845792512407
34,141.5090424668062,143.2111630079877
35,142.39569199563823,137.6427481164655
36,139.92322991350304,142.03136654159417
37,140.8568655030324,140.74826600269535
38,140.85748855719578,142.20586145942798
39,141.47100553213858,143.6691685408423
40,142.57721159880475,139.65116671598093
41,141.05238762871858,146.24723137690188
42,143.58610684509915,143.47566127915343
43,143.61058524596902,146.04779141273886
44,144.73800929252442,145.75709367226423
45,145.2581878533788,145.8547419363432
46,145.50007921036072,146.23903325874616
47,145.82985695120638,144.5003420567816
48,145.1085798031007,135.60954686612737
49,140.16774317597046,140.68929695154534
50,140.25081910102438,141.78202862532066
51,141.13156893553514,142.5370840024732
52,141.82373497256611,141.13984497225312
53,141.43548514603327,140.019728315485
54,140.63611323087517,128.11830306501085
55,134.1631417765652,134.1476239654983
56,133.92072883380155,136.20308712589048
57,135.22141409324513,134.18582475809347
58,134.68378762814874,135.43441238370067
59,134.98034881623815,137.6998725911753
60,136.35530165436145,137.52748818900037
61,136.9445009165654,135.43676255989578
62,136.1105063949212,135.4787538557068
63,135.7016386538776,136.10968362450276
64,135.87595901092186,131.52370430330143
65,133.61742118407093,137.3863444108883
66,135.42505592125102,139.1518010018523
67,137.4104101234045,134.72166790253257
68,135.99863199286986,136.75273222259355
69,136.24665683012282,133.61022186774935
70,134.90166339741825,134.99965459479216
71,134.85180442210802,128.399409543904
72,131.54300138949824,130.1339721643977
73,130.66783837638562,130.58602259077364
74,130.65001781490946,130.344147724236
75,130.46664644881244,130.40352080241686
76,130.38870779575862,128.10751928834165
77,129.18017216840818,127.0458067472832
78,128.00597703599965,129.63736160016026
79,128.7937910175219,130.37024003983586
80,129.6128083332761,130.76085876402047
81,130.1603806030846,126.32628016519334
82,128.15088151110277,127.79490509020226
83,127.84451759719795,124.26270978009754
84,126.01274834786884,124.68587563122281
85,125.23353884995512,125.68825947224565
86,125.45178955101854,123.72307444608326
87,124.54786741914432,121.8836065488847
88,123.10519676927177,126.0804326820031
89,124.56522538326463,122.71928542025604
90,123.66140559010147,128.16216606311562
91,125.84925584140899,127.2642171524119
92,126.62976463903661,121.54994211177353
93,123.94450889261681,122.61785853711648
94,123.11818404193629,127.18845725540412
95,125.20468831081271,133.3847196536851
96,129.4314109594111,129.48412816400486
97,129.49366117440624,130.0840220937832
98,129.64166556652762,128.7404524039092
99,129.14408299816972,132.94658945040578
100,131.02109193488192,133.08208923809994
101,132.10717405261173,131.16846389888153
102,131.56311551022193,132.6679583449397
103,132.04173221308918,128.87474553417235
104,130.40464835917106,131.51446460390935
105,130.86033463961402,129.82360988014418
106,130.3477526927882,126.64322519978944
107,128.37164859166344,127.20687083015244
108,127.68490975691306,128.36068868921768
109,128.01880612072492,127.50615445616697
110,127.73918225959264,127.73124508723296
111,127.67441006033725,124.85864003659181
112,126.19468796455973,126.35924953138715
113,126.18804376016098,125.09997907747788
114,125.62833384357737,125.05243349440053
115,125.26839110754247,126.37031742312197
116,125.7955105352408,125.82339001417097
117,125.79147495485785,128.08925815381167
118,126.90996891609586,125.88120571517192
119,126.3763975636886,125.75522589845197
120,125.96468717544855,124.22065153748213
121,125.03098444127522,121.7138009808115
122,123.26492992305373,121.64188086665058
123,122.35819408912478,124.70444231908503
124,123.53579929868707,123.17915689100496
125,123.3701490974427,118.93388816446058
126,121.0143831725476,122.80820976480267
127,121.82192468252615,119.80191529485748
128,120.83290235787084,124.74936287791084
129,122.7360166698383,123.93368080604208
130,123.39926042486903,123.57605991999628
131,123.41043408920369,127.96324922750391
132,125.68556965125357,126.65301356034722
133,126.20753541317268,128.3839998016091
134,127.23111160933989,127.77122384080646
135,127.48638076816357,128.86752483851606
136,128.1269237369085,123.19906213494295
137,125.57222491148204,127.77076850113184
138,126.55261407757527,131.0484523913788
139,128.91533302615306,130.13033268411732
140,129.53566160527416,127.71807392242007
141,128.52044535103136,131.0257001396746
142,129.71245049733253,135.05373071473505
143,132.46873044215826,132.93281819558948
144,132.71448565369582,132.74806718164945
145,132.62261903196227,136.07160079777586
146,134.33937706737868,134.48661426904522
147,134.42459869519416,136.19210953540562
148,135.24076326974165,137.56456081173883
149,136.4146760761962,138.8113858684673
