Model,MSE,MAE,R^2
LSTM,10.284402327332993,2.440155924999999,0.9879834489399423
GARCH,1.2814691749941087,0.9262136107943741,-0.5121226464180371
LSTM-GARCH,6.1283721923828125,1.7328484058380127,0.9925485138105907
