Model,MSE,MAE,R^2
GRU,39.844183898084744,5.748402097916666,0.9400969833212679
GARCH,16.643066214110384,3.856158333084616,-14.937294687416992
GRU-GARCH,11.463842391967773,2.4498233795166016,0.9840115308761597
