,predict,true
0,92.20833398182947,102.73276119391363
1,97.70398421808626,96.49585066751096
2,97.55574313118156,106.4711849980146
3,102.60777826984855,122.49927285472421
4,112.43096587458544,114.64470106801099
5,113.76525233684733,115.49179400743292
6,115.47999215443116,119.9962640110733
7,118.27080476265324,109.5087703086816
8,114.68717867356257,109.50481792468115
9,113.17561578147368,112.56395648129029
10,113.54640880857178,107.6927506276541
11,111.36569324066494,112.92401370952274
12,112.89611874306,113.10582232272826
13,113.52949765396018,110.61838260936837
14,112.82265953323999,106.11489357211433
15,110.38396825710436,110.021923204268
16,110.99317476584544,126.7649106757439
17,119.01644305706662,123.16346367358523
18,121.23592786422161,126.65893906006427
19,124.58952099135988,121.50791923710236
20,123.72250258142245,105.7698094827484
21,116.02638781977326,113.37713394212098
22,115.83291749126309,116.70606600635654
23,116.70492464971463,116.52969775724492
24,117.20876069703448,113.54730614504467
25,116.15443787030074,125.53955956050066
26,121.34364771404285,123.2645186754225
27,122.62299208517062,110.7824982417108
28,117.75868877393114,122.4763040735115
29,120.97776856559602,109.66362183910522
30,115.98744654833158,119.48723678888004
31,118.64130048325903,122.53644678541774
32,120.89624367531744,114.60296703043971
33,118.52055519168243,118.84813835556642
34,119.55166425634398,115.75595079492554
35,118.31387236610219,114.30997081741528
36,117.16977534915564,124.84173456524256
37,121.50000627242464,120.62439105785948
38,121.49057337976582,129.15267372869366
39,125.9022862242312,130.1965308762937
40,128.39293935630104,126.63507232811669
41,128.21882883013075,133.0864980274361
42,131.28865623671007,129.05584317487288
43,130.74152786114482,136.49164560935233
44,134.2408780020052,132.94528878991068
45,134.1123615786033,140.5324510482354
46,137.91783426784446,137.41943440414497
47,138.16406781820692,133.75945641370382
48,136.83945049715317,130.60907902288164
49,134.6544958926589,139.1733717821687
50,137.53597946196967,142.72419146507806
51,140.44098337273095,147.31816347499398
52,144.2865171610916,143.1875798809921
53,144.33275311213927,139.86208672302766
54,143.00223809745538,153.02812508079782
55,148.4982183501887,156.4324927809072
56,152.59315032720357,142.58404211759776
57,148.45782164804135,150.68322136171665
58,150.54028104923657,157.34559714652607
59,154.21644502949732,224.60593471693977
60,188.08301705765896,185.74836283039875
61,185.99497156412377,185.55859160869346
62,187.54584311531545,197.15928947879314
63,192.78137748635115,175.46908777320087
64,184.95112351898018,172.0736884307497
65,180.0679671693887,170.13865798224552
66,176.08833605660956,184.5463866387411
67,180.8055073059617,179.74108906378163
68,180.60328505093827,174.85076353018508
69,178.68018491108657,167.62470203082322
70,174.22618284299188,173.1224049179334
71,174.54869134043514,171.28994914437476
72,173.52418099441564,170.12755680522883
