Model,MSE,MAE,R^2
GRU,41.54564721073521,5.294612145833333,0.9895851950165395
GARCH,1.6439500778885927,1.0953744850375704,-0.5529118378907585
GRU-GARCH,33.888912200927734,4.426055908203125,0.9925057291984558
