,predict,true
0,135.2792662080631,135.71026812588127
1,132.80435059527434,128.96701231022791
2,130.31747509621133,136.03436055518645
3,131.64203741123745,149.02076063105986
4,141.2083661503093,144.91277856583432
5,144.01847754281152,149.14540665823836
6,145.28678135967567,129.6895338597266
7,136.3818394469652,176.75015003209973
8,154.94638527083666,170.2142908890221
9,168.69178636023548,163.0514791732118
10,163.61640768897516,170.37616718876384
11,165.38045249826317,151.76570555322766
12,157.98913148590336,153.99414515784972
13,152.39642551411015,151.24137630473746
14,151.23202125570677,152.07699267366027
15,150.45276378557233,167.52362491682027
16,159.02360426838226,170.4339449507492
17,166.40691047351783,160.52812382537897
18,162.58443729370688,153.70818563848886
19,155.452478571579,154.23319350178517
20,153.00036585903638,181.93917663478376
21,168.0418423913776,174.24172677766688
22,174.20515506246468,166.34532722971065
23,167.8358119671713,163.29351206370478
24,163.36649491394635,153.4697727862489
25,156.66702152713358,162.14204634205285
26,157.48804495102075,182.23711052650305
27,171.33476622043875,168.96934173287127
28,171.77247114725097,180.6269091313364
29,173.8361950206905,186.41001227854198
30,181.3558168457088,173.1046926738682
31,176.6355317070701,162.0796260783455
32,165.94201532473355,161.44929624448037
33,161.16037806412052,159.1122159872406
34,159.1306769910735,158.95271176663223
35,157.8632474579165,169.05529160839814
36,163.09478138301557,142.01465146210012
37,152.0067461868297,150.04102347411998
38,146.40766391638778,130.2378285610293
39,137.83792595693498,138.8466088025865
40,134.8897794405641,151.6085640843688
41,144.38767210122745,146.58725928667388
42,146.38280901520935,140.1870328047923
43,141.35695507872603,151.6508916152666
44,145.2297509496459,138.06164571592728
45,141.94450978849474,154.25233698751384
46,145.92788394084315,164.31293890843057
47,157.26604454086515,162.38579083396706
48,160.421506301508,161.12910557116504
49,159.55356953435285,170.27760460204743
50,164.30856523307128,173.18210396854124
51,169.44910720868168,185.30298489289225
52,177.54007965529044,171.01923379933754
53,174.61426219900758,161.36409051457736
54,164.47430390341705,188.75100001351407
55,175.6050247953942,206.096078043122
56,195.06901606343385,194.22179146983035
57,195.8684676984708,193.9044128175814
58,192.1560333610504,202.85052533378905
59,197.0397127405035,209.57023188916577
60,204.16161484616202,179.9453362022121
61,190.83020405984902,198.41755551122645
62,190.09600748866544,223.67354651600382
63,210.1324152269885,225.60708558649569
64,220.99365231066997,205.42014649838154
65,211.65353372256766,210.44509825427525
66,207.32120682408268,232.543295806151
67,220.942707071036,223.0192658272088
68,224.0913108129599,224.74816337870578
69,222.1614011983579,202.01271283820216
70,210.43978896630432,222.47126088606686
71,213.0988083881146,241.8160851627582
72,230.72746209319138,226.29692779843307
73,229.89411417422832,212.31932985844077
74,217.17913142794833,207.27739915257223
75,209.01910829751577,198.82410249502576
76,201.94841342444766,208.06760408882744
77,203.34662743846152,265.7715807600858
78,237.91779023889248,230.82391848799045
79,240.73756339064664,237.03807806977207
80,232.8592061554763,229.43164741164705
81,230.9159758184263,221.63631064912585
82,223.89920472324354,238.9795315629197
83,230.2455294525051,245.0105304802036
84,239.76702252187337,232.54642562590033
85,235.63459524861975,230.040376348873
86,229.94796836713218,250.56964348932834
87,240.0283177800614,227.43597435994567
88,234.968206500735,224.52345686880147
89,225.1890596199751,229.3619102858781
90,226.25653368985388,251.58208722079058
91,239.90416894420113,244.58835000739373
92,244.49444968817375,268.6786050737128
93,255.7758788617608,259.88581065812144
94,260.26993818475205,260.9078422050338
95,258.39854384004826,265.0942652875209
96,261.2588639859696,267.55588196234504
97,264.3269493312799,279.3121538053789
98,271.91056950724663,264.1127485319322
99,268.250736152408,262.6098600674893
100,262.1625660434583,262.72840080110046
101,261.40502772247146,275.4979234513109
102,268.2559320073886,278.1587030882077
103,274.4681528749799,281.96889971109874
104,277.95193065968056,281.7809731069515
105,279.59214249842375,269.53733138657594
106,273.1046771102514,262.79154309219456
107,264.9073844729073,271.57060399907755
108,266.8109276443435,281.2817123550462
109,275.050142517703,267.91799180088714
110,271.5032124595593,257.98456521463885
111,261.36508456123545,263.8940456877879
112,260.57056719228535,270.48606118753645
113,265.9474639645445,272.63353580562
114,269.57622556662085,283.4760241892386
115,276.52744738188676,282.3560460070044
116,280.2105045061289,262.95157991121425
117,269.62541517114363,270.85732869291587
118,266.793904457201,269.6301523970471
119,268.57087092386297,254.35287167562439
120,259.71686897851345,276.2293408050407
