Model,MSE,MAE,R^2
LSTM,104.80462233686627,7.274903285416666,0.9942870948656922
GARCH,27.664985709014854,5.064756724982603,-6.20468539534999
LSTM-GARCH,127.55216217041016,8.097173690795898,0.9938870331089039
