Model,MSE,MAE,R^2
GRU,5.315317888219934,1.5682223041666663,0.9937894505901933
GARCH,1.2814691749941087,0.9262136107943741,-0.5121226464180371
GRU-GARCH,9.82469367980957,2.3624267578125,0.9880541563034058
