,predict,true
0,37.22270832421953,37.142902670290816
1,37.19776230086028,38.54792990965381
2,37.84483305261222,37.399823750716315
3,37.65527671775044,39.41027793923199
4,38.48024998440134,38.11952300187939
5,38.340799332718284,38.31195909320292
6,38.30752288618768,37.090087369189696
7,37.72866023037668,38.03280121066988
8,37.85696448734751,38.44682891101786
9,38.15700386103162,38.95281152919015
10,38.546753141217046,38.707930394105496
11,38.63351220770849,39.78390955754446
12,39.182843596535534,38.665921203148756
13,38.95362408585813,39.108677576855165
14,39.01152342777827,37.463955443034536
15,38.27848012259403,38.40532298436216
16,38.31491034261939,39.62292089439871
17,38.959485186927424,37.708753583140265
18,38.38116157196238,38.00191640213356
19,38.170064150328116,35.95197271405689
20,37.11353878577916,36.65990682112308
21,36.86517300329781,37.43978160389089
22,37.15496721242138,37.04202460681505
23,37.11505619685667,37.69741481312049
24,37.389571718462335,38.51326830618963
25,37.94060210310233,37.79500794358241
26,37.88513139052331,37.03711231412352
27,37.46826836055087,38.07165564301773
28,37.7475632251743,36.483447003928966
29,37.16003689963036,36.91147657849229
30,37.0170640365948,36.9447021388839
31,36.991533823896326,38.567974678065504
32,37.7498667954442,38.87527261039495
33,38.316793083300794,38.53496879393795
34,38.427439096646474,40.09551006436153
35,39.22380474102423,38.407159850963204
36,38.85843231756166,39.69213774617835
37,39.232613847578406,39.559260852833745
38,39.41155988458122,40.84708487485025
39,40.09941898618328,42.17223326459093
40,41.116172599432815,42.315178180845635
41,41.71410642298227,42.7061405032658
42,42.194186213424324,40.571733171830054
43,41.42227103408264,42.495950223171846
44,41.90558953142973,40.433565433479224
45,41.23198645660372,42.40741322545617
46,41.76471498773003,41.93639258995151
47,41.880481488575086,39.84337165323939
48,40.89713330929751,39.04542721101431
49,39.97555369033477,40.1101716756914
50,40.030588338702486,39.942164472684695
51,40.00761800553924,39.25750197197968
52,39.64639561876866,41.19392102974256
53,40.38059336354372,40.27367883870962
54,40.36173517325161,40.207547405946876
55,40.274252732751535,41.00727858438006
56,40.62694262622303,41.47601494717033
57,41.04893730339172,42.108491318258025
58,41.566551145755696,41.833213264576145
59,41.705963115503344,41.97615863245233
60,41.83269787894864,41.196283079773885
61,41.530913883096616,41.03649518985014
62,41.28262815145098,39.80954107413746
63,40.57426058236416,40.45836871517916
64,40.50112043185151,39.0973723422178
65,39.83926989685561,40.179654780404604
66,39.983165778659824,40.63724516042268
67,40.31694780770519,40.353539079131394
68,40.343340514480445,40.43100425225559
69,40.38245615323607,39.30217616096538
70,39.866351776758734,40.57703435915283
71,40.19173434640167,38.19532445424351
72,39.25567944472809,39.31645410237681
73,39.248405227508016,37.78157996699625
74,38.56459979754672,38.91752791551143
75,38.71151474534903,39.027726094951895
76,38.883701160938664,38.74642948849388
77,38.82113446580404,37.78723246449446
78,38.32190544768855,38.497694480958955
79,38.39297122172394,38.11381836057326
80,38.2724219165098,38.033631266252314
81,38.1533749360467,37.66493261113607
82,37.91948424737199,37.13933724842736
83,37.540867503948775,35.55305025649044
84,36.579373186472,36.767238603551746
85,36.64672358626659,36.40374731344943
86,36.55193528520147,37.21413895848935
87,36.865981450960135,37.254391359649276
88,37.067154585823396,36.10835636068882
89,36.608802087676736,36.979667045029785
90,36.77039193020501,38.078195329109946
91,37.41443630994115,38.077927109926904
92,37.751948633079714,36.894460864404856
93,37.3413680611966,37.41213427397927
94,37.35806093776514,37.95181233460168
95,37.653600618683456,38.452551664251175
96,38.04759254268995,37.96725507118115
97,38.018398164024966,38.958596017995454
98,38.463840528580256,38.860528933794335
99,38.671753974908185,39.128575647643615
100,38.89103701312266,39.560189613921715
101,39.21836410605318,40.09449432387047
102,39.64774597325368,40.588852461865116
103,40.10998619558387,38.8701791845066
104,39.523510724031055,39.1940770774105
105,39.33912481040348,39.543390085095275
106,39.444823782907854,38.9539624482458
107,39.21632508636407,39.429554222198654
108,39.311175554320954,39.124654493089025
109,39.231024678234,39.695947832599295
110,39.45132513032299,38.43003394545051
111,38.9714951000366,38.23824078224566
112,38.60040803478196,35.76464786912218
113,37.23551524356003,37.390450028851674
114,37.272947321153204,36.88294510387727
115,37.11431146657398,37.49090271329203
116,37.28910836893763,36.548010304815364
117,36.94434584793212,40.64436050474135
118,38.70926684811688,38.94946975145977
119,38.890320875134314,38.59506838551537
120,38.72213213334032,36.62510126981713
121,37.71027828432442,38.24560221096678
122,37.93828779913256,36.73135977044931
123,37.386951229055455,38.28340570102907
124,37.795125568223106,37.84963417882759
125,37.84802015743517,37.31085022979117
