Model,MSE,MAE,R^2
GRU,0.2964345796925582,0.38359288333333336,0.9714084236130872
GARCH,1.0858536223723347,0.761944177030008,-0.038727167719027955
GRU-GARCH,0.3997828960418701,0.4657582640647888,0.9592143297195435
